count|model|name|info|keep?
0|crm.lead.tag|Lead Tag| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|crm.lead.scoring.frequency|Lead Scoring Frequency| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base.language.import|Language Import| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|base.language.export|Language Export| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock_barcode.lot.line|LN/SN Product Lines| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|documents.account.folder.setting|Journal and Folder settings| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|account.bank.statement.import.journal.creation|Journal Creation on Bank Statement Import| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mail.wizard.invite|Invite wizard| Wizard to invite partners (or channels) and make them followers. |
0|account.online.journal|Interface for Online Account Journal|     This class is used as an interface.     It is used to save the state of the current online accout.     |
0|base.language.install|Install Language| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|import.product.removal.order.wizard|Import product through csv file for removal order| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|import.product.inbound.shipment|Import product through csv file for inbound shipment| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|base.import.module|Import Module| Import Module |
0|amazon.inbound.shipment.report.wizard|Import In-bound Shipment Report Through CSV File| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.bank.statement.import|Import Bank Statement| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.immediate.transfer|Immediate Transfer| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|image.mixin|Image Mixin| The base model, which is implicitly inherited by all models. |
0|report.hr_holidays.report_holidayssummary|Holidays Summary Report| The base model, which is implicitly inherited by all models. |
0|ir.http|HTTP Routing| The base model, which is implicitly inherited by all models. |
0|hr.holidays.summary.employee|HR Time Off Summary Report By Employee| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|hmrc.service|HMRC service|     Service in order to pass through our authentication proxy     |
0|l10n_uk.hmrc.send.wizard|HMRC Send Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|portal.wizard|Grant Portal Access|         A wizard to manage the creation/removal of portal users.     |
0|global.channel.ept|Global Channel| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|report.account.report_hash_integrity|Get hash integrity result as PDF.| The base model, which is implicitly inherited by all models. |
0|crm.lead.lost|Get Lost Reason| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.generic.tax.report|Generic Tax Report| The base model, which is implicitly inherited by all models. |
0|payment.link.wizard|Generate Sales Payment Link| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.general.ledger|General Ledger Report| The base model, which is implicitly inherited by all models. |
0|gamification.badge.user.wizard|Gamification User Badge Wizard| Wizard allowing to grant a badge to a user|
0|gamification.badge.user|Gamification User Badge|User having received a badge|
0|gamification.goal.wizard|Gamification Goal Wizard|Wizard to update a manual goal|
0|snailmail.letter.format.error|Format Error Sending a Snailmail Letter| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.followup.report|Follow-up Report| The base model, which is implicitly inherited by all models. |
0|account.fiscal.year|Fiscal Year| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|ir.fields.converter|Fields Converter| The base model, which is implicitly inherited by all models. |
0|account.invoice_extract.words|Extracted words from invoice scan| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|slide.slide.link|External URL for a particular slide| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|account_reports.export.wizard|Export wizard for accounting's reports| Extends the report export wizard to give it the ability to save the     attachments it generates as documents, in a folder of the Documents app.     |
0|account_reports.export.wizard.format|Export format for accounting's reports| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|calendar.event.type|Event Meeting Type| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|calendar.alarm_manager|Event Alarm Manager| The base model, which is implicitly inherited by all models. |
0|hr.employee.category|Employee Category| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|slide.embed|Embedded Slides View Counter| Embedding in third party websites. Track view count, generate statistics. |
0|mail.resend.message|Email resend wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|email_template.preview|Email Template Preview| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mail.alias.mixin|Email Aliases Mixin| A mixin for models that inherits mail.alias. This mixin initializes the         alias_id column in database, and manages the expected one-to-one         relation between your model and mail aliases.     |
0|mail.address.mixin|Email Address Mixin| Purpose of this mixin is to store a normalized email based on the primary email field.     A normalized email is considered as :         - having a left part + @ + a right part (the domain can be without '.something')         - being lower case         - having no name before the address. Typically, having no 'Name <>'     Ex:         - Formatted Email : 'Name <NaMe@DoMaIn.CoM>'         - Normalized Email : 'name@domain.com'     The primary email field can be specified on the parent model, if it differs from the default one ('email')     The email_normalized field can than be used on that model to search quickly on emails (by simple comparison     and not using time consuming regex anymore). |
0|documents.mixin|Documents creation mixin|     Inherit this mixin to automatically create a `documents.document` when     an `ir.attachment` is linked to a record.     Override this mixin's methods to specify an owner, a folder or tags     for the document.     |
0|documents.request_wizard|Document Request| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|sms.cancel|Dismiss notification for resend by model| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|snailmail.letter.cancel|Dismiss notification for resend by model| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mail.resend.cancel|Dismiss notification for resend by model| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|hr.departure.wizard|Departure Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|ir.demo_failure|Demo failure| Stores modules for which we could not install demo data     |
0|ir.demo_failure.wizard|Demo Failure wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|ir.demo|Demo| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|delivery.price.rule|Delivery Price Rules| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|choose.delivery.package|Delivery Package Selection Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|choose.delivery.carrier|Delivery Carrier Selection Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|date.range.generator|Date Range Generator| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|data.queue.mixin.ept|Data Queue Mixin| Mixin class for delete unused data queue from database.|
0|ks_dashboard_ninja.item_goal|Dashboard Ninja Items Goal Lines| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|ks_dashboard_ninja.item_action|Dashboard Ninja Items Action Lines| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|ks_ninja_dashboard.item_action|Dashboard Ninja Item Actions| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|crm.quotation.partner|Create new or use existing Customer on new Quotation|         Handle the partner binding or generation in any CRM wizard that requires         such feature, like the lead2opportunity wizard, or the         phonecall2opportunity wizard.  Try to find a matching partner from the         CRM model's information (name, email, phone number, etc) or create a new         one on the fly.         Use it like a mixin with the wizard of your choice.     |
0|account.accrual.accounting.wizard|Create accrual entry.| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|project.task.create.timesheet|Create Timesheet from task| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|project.task.create.sale.order|Create SO from task| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|project.create.sale.order|Create SO from project| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|project.create.sale.order.line|Create SO Line from project| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|wizard.ir.model.menu.create|Create Menu Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|project.create.invoice|Create Invoice from project| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|crm.lead2opportunity.partner|Convert Lead to Opportunity (not in mass)|         Handle the partner binding or generation in any CRM wizard that requires         such feature, like the lead2opportunity wizard, or the         phonecall2opportunity wizard.  Try to find a matching partner from the         CRM model's information (name, email, phone number, etc) or create a new         one on the fly.         Use it like a mixin with the wizard of your choice.     |
0|crm.lead2opportunity.partner.mass|Convert Lead to Opportunity (in mass)|         Handle the partner binding or generation in any CRM wizard that requires         such feature, like the lead2opportunity wizard, or the         phonecall2opportunity wizard.  Try to find a matching partner from the         CRM model's information (name, email, phone number, etc) or create a new         one on the fly.         Use it like a mixin with the wizard of your choice.     |
0|slide.question|Content Quiz Question| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|rules_engine.consolidate_segment|Consolidation Wizard Segment| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.consolidated.journal|Consolidated Journals Report| The base model, which is implicitly inherited by all models. |
0|confirm.stock.sms|Confirm Stock SMS| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|shipment.report.configure.fulfillment.center.ept|Configure Fulfillment Center in Shipment Report| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|settlement.report.configure.fees.ept|Configure Fees in Settlement Report| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|res.config.settings|Config Settings| Inherit the base settings to add a counter of failed email + configure     the alias domain. |
0|res.config.installer|Config Installer|" New-style configuration base specialized for addons selection     and installation.      Basic usage     -----------      Subclasses can simply define a number of boolean fields. The field names     should be the names of the addons to install (when selected). Upon action     execution, selected boolean fields (and those only) will be interpreted as     addons to install, and batch-installed.      Additional addons     -----------------      It is also possible to require the installation of an additional     addon set when a specific preset of addons has been marked for     installation (in the basic usage only, additionals can't depend on     one another).      These additionals are defined through the ``_install_if``     property. This property is a mapping of a collection of addons (by     name) to a collection of addons (by name) [#]_, and if all the *key*     addons are selected for installation, then the *value* ones will     be selected as well. For example::          _install_if = {             ('sale','crm'): ['sale_crm'],         }      This will install the ``sale_crm`` addon if and only if both the     ``sale`` and ``crm`` addons are selected for installation.      You can define as many additionals as you wish, and additionals     can overlap in key and value. For instance::          _install_if = {             ('sale','crm'): ['sale_crm'],             ('sale','project'): ['sale_service'],         }      will install both ``sale_crm`` and ``sale_service`` if all of     ``sale``, ``crm`` and ``project`` are selected for installation.      Hook methods     ------------      Subclasses might also need to express dependencies more complex     than that provided by additionals. In this case, it's possible to     define methods of the form ``_if_%(name)s`` where ``name`` is the     name of a boolean field. If the field is selected, then the     corresponding module will be marked for installation *and* the     hook method will be executed.      Hook methods take the usual set of parameters (cr, uid, ids,     context) and can return a collection of additional addons to     install (if they return anything, otherwise they should not return     anything, though returning any ""falsy"" value such as None or an     empty collection will have the same effect).      Complete control     ----------------      The last hook is to simply overload the ``modules_to_install``     method, which implements all the mechanisms above. This method     takes the usual set of parameters (cr, uid, ids, context) and     returns a ``set`` of addons to install (addons selected by the     above methods minus addons from the *basic* set which are already     installed) [#]_ so an overloader can simply manipulate the ``set``     returned by ``ResConfigInstaller.modules_to_install`` to add or     remove addons.      Skipping the installer     ----------------------      Unless it is removed from the view, installers have a *skip*     button which invokes ``action_skip`` (and the ``cancel`` hook from     ``res.config``). Hooks and additionals *are not run* when skipping     installation, even for already installed addons.      Again, setup your hooks accordingly.      .. [#] note that since a mapping key needs to be hashable, it's            possible to use a tuple or a frozenset, but not a list or a            regular set      .. [#] because the already-installed modules are only pruned at            the very end of ``modules_to_install``, additionals and            hooks depending on them *are guaranteed to execute*. Setup            your hooks accordingly.     "|
0|res.config|Config| Base classes for new-style configuration items      Configuration items should inherit from this class, implement     the execute method (and optionally the cancel one) and have     their view inherit from the related res_config_view_base view.     |
0|base.document.layout|Company Document Layout|     Customise the company document layout and display a live preview     |
0|bus.bus|Communication Bus| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|mrp.abstract.workorder|Common code between produce wizards and workorders.| The base model, which is implicitly inherited by all models. |
0|account.common.journal.report|Common Journal Report| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.coa.report|Chart of Account Report| The base model, which is implicitly inherited by all models. |
0|slide.channel.tag|Channel/Course tags| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|mail.moderation|Channel black/white list| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|slide.channel.invite|Channel Invitation Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.change.standard.price|Change Standard Price| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|change.production.qty|Change Production Qty| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.change.product.qty|Change Product Quantity| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|change.password.wizard|Change Password Wizard| A wizard to manage the change of users' passwords. |
0|account.change.lock.date|Change Lock Date|     This wizard is used to change the lock date     |
0|account.cashbox.line|CashBox Line| Cash Box Details |
0|account.cash.flow.report|Cash Flow Report| The base model, which is implicitly inherited by all models. |
0|cash.box.out|Cash Box Out| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mail.shortcode|Canned Response / Shortcode| Shortcode         Canned Responses, allowing the user to defined shortcuts in its message. Should be applied before storing message in database.         Emoji allowing replacing text with image for visual effect. Should be applied when the message is displayed (only for final rendering).         These shortcodes are global and are available for every user.     |
0|calendar.contacts|Calendar Contacts| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|crm.activity.report|CRM Activity Analysis| CRM Lead Analysis |
0|mrp.bom.byproduct|Byproduct| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|rules_engine.assignment_line|Bulk Assignment Wizard Line| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.assign_wizzard|Bulk Asignment Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.breakout_segment|Breakout Wizard Segment| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|board.board|Board| The base model, which is implicitly inherited by all models. |
0|hr.employee.base|Basic Employee| The base model, which is implicitly inherited by all models. |
0|base_import.import|Base Import| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|base|Base| The base model, which is implicitly inherited by all models. |
0|barcodes.barcode_events_mixin|Barcode Event Mixin|" Mixin class for objects reacting when a barcode is scanned in their form views         which contains `<field name=""_barcode_scanned"" widget=""barcode_handler""/>`.         Models using this mixin must implement the method on_barcode_scanned. It works         like an onchange and receives the scanned barcode in parameter.     "|
0|account.setup.bank.manual.config|Bank setup manual config| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.bank.statement.closebalance|Bank Statement Closing Balance|     Account Bank Statement wizard that check that closing balance is correct.     |
0|account.bank.statement.cashbox|Bank Statement Cashbox|     Account Bank Statement popup that allows entering cash details.     |
0|account.bank.reconciliation.report|Bank Reconciliation Report| The base model, which is implicitly inherited by all models. |
0|stock.backorder.confirmation|Backorder Confirmation| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|report.mrp.report_bom_structure|BOM Structure Report| The base model, which is implicitly inherited by all models. |
0|ir.autovacuum|Automatic Vacuum| Expose the vacuum method to the cron jobs mechanism. |
0|base.automation.lead.test|Automated Rule Test| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base.automation.line.test|Automated Rule Line Test| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|stock.picking.responsible|Assign Responsible| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|web_editor.assets|Assets Utils| The base model, which is implicitly inherited by all models. |
0|approval.approver|Approver| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|slide.answer|Answer for a slide question| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|account.analytic.default|Analytic Distribution| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|amazon.tax.configuration.ept|Amazon Tax Configuration| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|res.config.amazon.seller|Amazon Seller Configurations| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|amazon.queue.process.wizard.ept|Amazon Queue Process Wizard Ept| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|amazon.outbound.order.wizard|Amazon Outbound Order Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|res.config.amazon.marketplace|Amazon Marketplace Configurations| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|amazon.process.import.export|Amazon Import Export Process| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|global.cron.configuration|Amazon Global Cron Configuration| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|fbm.cron.configuration|Amazon FBM Cron Configuration| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|fba.cron.configuration|Amazon FBA Cron Configuration| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|website.route|All Website Route| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|account.aged.receivable|Aged Receivable| The base model, which is implicitly inherited by all models. |
0|account.aged.payable|Aged Payable| The base model, which is implicitly inherited by all models. |
0|account.aged.partner|Aged Partner Balances| The base model, which is implicitly inherited by all models. |
0|report.account.report_agedpartnerbalance|Aged Partner Balance Report| The base model, which is implicitly inherited by all models. |
0|format.address.mixin|Address Format| The base model, which is implicitly inherited by all models. |
0|prorata.read_group.mixin|Adapt model with date_from/date_to for pro-rata temporis read_group| The base model, which is implicitly inherited by all models. |
